timestamp,sensor_id,intersection_name,vehicle_count,average_speed_kmh,weather_condition
2026-04-16T21:25:12Z,SENS-008,LB Nagar Crossroads,89,44.27,Clear
2026-04-16T21:27:13Z,SENS-009,Kukatpally Housing Board,43,37.41,Clear
2026-04-16T21:41:14Z,SENS-005,Tank Bund Road,79,40.74,Clear
2026-04-16T21:47:59Z,SENS-011,Mehdipatnam Bus Stand,47,18.86,Clear
2026-04-16T21:48:31Z,SENS-006,Hitech City Signal,87,46.78,Clear
2026-04-16T21:49:14Z,SENS-007,Begumpet Flyover,33,56.51,Cloudy
2026-04-16T21:53:32Z,SENS-003,Ameerpet Crossroads,72,51.05,Clear
2026-04-16T21:57:02Z,SENS-004,Madhapur IT Corridor,34,44.67,Fog
2026-04-16T21:58:16Z,SENS-004,Madhapur IT Corridor,32,46.39,Heavy Rain
2026-04-16T21:58:18Z,SENS-007,Begumpet Flyover,80,19.88,Cloudy
2026-04-16T21:59:37Z,SENS-009,Kukatpally Housing Board,31,42.03,Cloudy
2026-04-16T22:02:13Z,SENS-001,Jubilee Hills Checkpost,32,34.19,Cloudy
2026-04-16T22:02:41Z,SENS-002,Gachibowli Junction,10,41.52,Clear
2026-04-16T22:04:45Z,SENS-004,Madhapur IT Corridor,19,69.04,Cloudy
2026-04-16T22:08:25Z,SENS-012,PVNR Expressway Toll,28,36.11,Clear
2026-04-16T22:10:27Z,SENS-002,Gachibowli Junction,6,57.78,Clear
2026-04-16T22:10:52Z,SENS-003,Ameerpet Crossroads,27,43.95,Heavy Rain
2026-04-16T22:10:54Z,SENS-002,Gachibowli Junction,38,62.03,Clear
2026-04-16T22:10:54Z,SENS-006,Hitech City Signal,28,39.33,Cloudy
2026-04-16T22:12:31Z,SENS-009,Kukatpally Housing Board,28,36.92,Light Rain
2026-04-16T22:16:25Z,SENS-001,Jubilee Hills Checkpost,9,57.59,Cloudy
2026-04-16T22:17:55Z,SENS-002,Gachibowli Junction,33,24.43,Clear
2026-04-16T22:18:06Z,SENS-001,Jubilee Hills Checkpost,26,42.9,Fog
2026-04-16T22:27:08Z,SENS-012,PVNR Expressway Toll,9,33.07,Cloudy
2026-04-16T22:48:13Z,SENS-007,Begumpet Flyover,34,42.45,Clear
2026-04-16T22:50:06Z,SENS-003,Ameerpet Crossroads,31,50.78,Light Rain
2026-04-16T22:50:34Z,SENS-011,Mehdipatnam Bus Stand,16,68.97,Clear
2026-04-16T22:53:50Z,SENS-007,Begumpet Flyover,30,44.22,Clear
2026-04-16T23:01:51Z,SENS-009,Kukatpally Housing Board,13,23.41,Clear
2026-04-16T23:02:07Z,SENS-006,Hitech City Signal,5,28.08,Fog
2026-04-16T23:05:36Z,SENS-003,Ameerpet Crossroads,25,53.33,Cloudy
2026-04-16T23:08:15Z,SENS-009,Kukatpally Housing Board,25,33.88,Light Rain
2026-04-16T23:11:32Z,SENS-008,LB Nagar Crossroads,6,70.21,Cloudy
2026-04-16T23:13:16Z,SENS-010,Secunderabad Clock Tower,22,62.89,Clear
2026-04-16T23:16:11Z,SENS-006,Hitech City Signal,12,36.2,Light Rain
2026-04-16T23:19:44Z,SENS-011,Mehdipatnam Bus Stand,33,38.16,Clear
2026-04-16T23:23:41Z,SENS-007,Begumpet Flyover,33,68.96,Clear
2026-04-16T23:23:45Z,SENS-005,Tank Bund Road,24,24.47,Clear
2026-04-16T23:26:42Z,SENS-004,Madhapur IT Corridor,13,46.73,Light Rain
2026-04-16T23:34:31Z,SENS-010,Secunderabad Clock Tower,13,45.93,Fog
2026-04-16T23:42:46Z,SENS-008,LB Nagar Crossroads,24,27.89,Clear
2026-04-16T23:44:45Z,SENS-001,Jubilee Hills Checkpost,14,27.05,Light Rain
2026-04-16T23:51:14Z,SENS-011,Mehdipatnam Bus Stand,13,45.81,Drizzle
2026-04-17T00:14:53Z,SENS-005,Tank Bund Road,31,35.94,Light Rain
2026-04-17T00:15:02Z,SENS-002,Gachibowli Junction,31,19.45,Clear
2026-04-17T00:27:00Z,SENS-006,Hitech City Signal,28,57.66,Clear
2026-04-17T00:27:23Z,SENS-003,Ameerpet Crossroads,7,14.53,Fog
2026-04-17T00:27:58Z,SENS-001,Jubilee Hills Checkpost,28,46.95,Heavy Rain
2026-04-17T00:31:45Z,SENS-004,Madhapur IT Corridor,33,24.43,Light Rain
2026-04-17T00:31:48Z,SENS-009,Kukatpally Housing Board,15,56.3,Clear
2026-04-17T00:35:57Z,SENS-012,PVNR Expressway Toll,22,56.67,Light Rain
2026-04-17T00:38:02Z,SENS-012,PVNR Expressway Toll,35,25.56,Clear
2026-04-17T00:49:57Z,SENS-012,PVNR Expressway Toll,24,59.47,Clear
2026-04-17T00:53:17Z,SENS-007,Begumpet Flyover,28,21.34,Clear
2026-04-17T00:53:45Z,SENS-001,Jubilee Hills Checkpost,23,13.04,Fog
2026-04-17T00:57:55Z,SENS-009,Kukatpally Housing Board,17,29.81,Heavy Rain
2026-04-17T01:00:02Z,SENS-001,Jubilee Hills Checkpost,15,52.39,Drizzle
2026-04-17T01:04:59Z,SENS-005,Tank Bund Road,13,35.39,Clear
2026-04-17T01:07:28Z,SENS-005,Tank Bund Road,34,27.62,Cloudy
2026-04-17T01:13:37Z,SENS-006,Hitech City Signal,13,27.61,Heavy Rain
2026-04-17T01:19:19Z,SENS-005,Tank Bund Road,16,41.29,Light Rain
2026-04-17T01:24:32Z,SENS-003,Ameerpet Crossroads,8,22.14,Fog
2026-04-17T01:26:41Z,SENS-001,Jubilee Hills Checkpost,13,37.96,Heavy Rain
2026-04-17T01:32:37Z,SENS-004,Madhapur IT Corridor,25,31.44,Heavy Rain
2026-04-17T01:33:42Z,SENS-001,Jubilee Hills Checkpost,31,28.84,Clear
2026-04-17T01:39:44Z,SENS-002,Gachibowli Junction,4,47.1,Cloudy
2026-04-17T01:39:47Z,SENS-004,Madhapur IT Corridor,29,56.27,Clear
2026-04-17T01:41:34Z,SENS-010,Secunderabad Clock Tower,14,39.76,Light Rain
2026-04-17T01:44:18Z,SENS-011,Mehdipatnam Bus Stand,33,39.27,Cloudy
2026-04-17T01:49:23Z,SENS-002,Gachibowli Junction,16,47.63,Clear
2026-04-17T01:49:47Z,SENS-005,Tank Bund Road,18,17.88,Heavy Rain
2026-04-17T01:56:00Z,SENS-004,Madhapur IT Corridor,4,73.04,Cloudy
2026-04-17T01:57:58Z,SENS-009,Kukatpally Housing Board,18,70.04,Clear
2026-04-17T02:03:28Z,SENS-012,PVNR Expressway Toll,20,66.63,Cloudy
2026-04-17T02:06:25Z,SENS-004,Madhapur IT Corridor,28,48.52,Clear
2026-04-17T02:07:24Z,SENS-002,Gachibowli Junction,5,21.17,Clear
2026-04-17T02:13:31Z,SENS-001,Jubilee Hills Checkpost,7,30.9,Heavy Rain
2026-04-17T02:21:33Z,SENS-006,Hitech City Signal,4,23.32,Cloudy
2026-04-17T02:22:36Z,SENS-004,Madhapur IT Corridor,15,53.74,Cloudy
2026-04-17T02:25:46Z,SENS-004,Madhapur IT Corridor,5,53.66,Light Rain
2026-04-17T02:26:42Z,SENS-006,Hitech City Signal,24,72.11,Clear
2026-04-17T02:27:24Z,SENS-002,Gachibowli Junction,13,27.8,Clear
2026-04-17T02:28:04Z,SENS-003,Ameerpet Crossroads,9,35.55,Clear
2026-04-17T02:29:12Z,SENS-012,PVNR Expressway Toll,18,74.04,Clear
2026-04-17T02:29:18Z,SENS-009,Kukatpally Housing Board,30,43.13,Clear
2026-04-17T02:33:48Z,SENS-003,Ameerpet Crossroads,10,21.86,Light Rain
2026-04-17T02:37:34Z,SENS-002,Gachibowli Junction,22,41.35,Clear
2026-04-17T02:37:47Z,SENS-009,Kukatpally Housing Board,26,49.82,Cloudy
2026-04-17T02:48:12Z,SENS-002,Gachibowli Junction,23,38.14,Clear
2026-04-17T02:50:06Z,SENS-004,Madhapur IT Corridor,5,39.97,Heavy Rain
2026-04-17T02:56:24Z,SENS-005,Tank Bund Road,32,65.05,Clear
2026-04-17T03:07:50Z,SENS-011,Mehdipatnam Bus Stand,39,38.0,Clear
2026-04-17T03:07:55Z,SENS-011,Mehdipatnam Bus Stand,29,31.46,Heavy Rain
2026-04-17T03:09:34Z,SENS-003,Ameerpet Crossroads,4,21.38,Cloudy
2026-04-17T03:10:19Z,SENS-006,Hitech City Signal,7,63.62,Light Rain
2026-04-17T03:21:12Z,SENS-006,Hitech City Signal,23,24.94,Cloudy
2026-04-17T03:25:09Z,SENS-005,Tank Bund Road,9,50.08,Light Rain
2026-04-17T03:28:31Z,SENS-011,Mehdipatnam Bus Stand,17,51.39,Clear
2026-04-17T03:30:23Z,SENS-012,PVNR Expressway Toll,6,74.3,Clear
2026-04-17T03:31:54Z,SENS-010,Secunderabad Clock Tower,35,17.74,Clear
2026-04-17T03:53:06Z,SENS-005,Tank Bund Road,22,47.23,Cloudy
2026-04-17T03:56:39Z,SENS-010,Secunderabad Clock Tower,34,23.34,Cloudy
2026-04-17T04:12:28Z,SENS-001,Jubilee Hills Checkpost,31,13.53,Fog
2026-04-17T04:16:58Z,SENS-006,Hitech City Signal,16,16.63,Light Rain
2026-04-17T04:24:20Z,SENS-012,PVNR Expressway Toll,21,69.52,Clear
2026-04-17T04:24:23Z,SENS-011,Mehdipatnam Bus Stand,9,74.21,Clear
2026-04-17T04:38:20Z,SENS-009,Kukatpally Housing Board,17,56.13,Light Rain
2026-04-17T04:39:31Z,SENS-009,Kukatpally Housing Board,5,47.14,Heavy Rain
2026-04-17T04:43:18Z,SENS-004,Madhapur IT Corridor,15,47.67,Cloudy
2026-04-17T04:43:59Z,SENS-006,Hitech City Signal,8,28.27,Light Rain
2026-04-17T04:48:10Z,SENS-008,LB Nagar Crossroads,25,71.64,Clear
2026-04-17T04:52:02Z,SENS-001,Jubilee Hills Checkpost,12,41.06,Clear
2026-04-17T04:54:10Z,SENS-002,Gachibowli Junction,32,38.1,Light Rain
2026-04-17T04:54:21Z,SENS-004,Madhapur IT Corridor,20,49.95,Cloudy
2026-04-17T05:16:53Z,SENS-004,Madhapur IT Corridor,50,55.82,Clear
2026-04-17T05:18:00Z,SENS-002,Gachibowli Junction,68,36.81,Drizzle
2026-04-17T05:22:49Z,SENS-001,Jubilee Hills Checkpost,36,55.09,Clear
2026-04-17T05:28:14Z,SENS-009,Kukatpally Housing Board,55,22.94,Cloudy
2026-04-17T05:28:30Z,SENS-011,Mehdipatnam Bus Stand,57,19.22,Clear
2026-04-17T05:31:12Z,SENS-006,Hitech City Signal,81,44.28,Clear
2026-04-17T05:50:10Z,SENS-003,Ameerpet Crossroads,48,29.71,Fog
2026-04-17T05:51:19Z,SENS-003,Ameerpet Crossroads,61,38.05,Clear
2026-04-17T05:51:25Z,SENS-009,Kukatpally Housing Board,88,44.99,Clear
2026-04-17T05:55:41Z,SENS-007,Begumpet Flyover,72,51.52,Clear
2026-04-17T05:56:31Z,SENS-003,Ameerpet Crossroads,86,38.87,Cloudy
2026-04-17T06:01:39Z,SENS-004,Madhapur IT Corridor,31,26.82,Light Rain
2026-04-17T06:07:35Z,SENS-008,LB Nagar Crossroads,42,34.8,Clear
2026-04-17T06:13:40Z,SENS-003,Ameerpet Crossroads,81,25.94,Clear
2026-04-17T06:20:03Z,SENS-007,Begumpet Flyover,80,21.53,Clear
2026-04-17T06:20:44Z,SENS-005,Tank Bund Road,23,17.97,Heavy Rain
2026-04-17T06:32:31Z,SENS-002,Gachibowli Junction,65,18.34,Clear
2026-04-17T06:46:49Z,SENS-006,Hitech City Signal,33,16.61,Light Rain
2026-04-17T06:53:48Z,SENS-004,Madhapur IT Corridor,42,50.49,Light Rain
2026-04-17T06:56:06Z,SENS-010,Secunderabad Clock Tower,66,41.13,Light Rain
2026-04-17T07:04:34Z,SENS-003,Ameerpet Crossroads,32,35.78,Cloudy
2026-04-17T07:06:49Z,SENS-006,Hitech City Signal,36,31.05,Light Rain
2026-04-17T07:07:54Z,SENS-003,Ameerpet Crossroads,47,56.29,Cloudy
2026-04-17T07:12:08Z,SENS-006,Hitech City Signal,34,55.33,Clear
2026-04-17T07:13:46Z,SENS-010,Secunderabad Clock Tower,44,14.74,Fog
2026-04-17T07:16:38Z,SENS-001,Jubilee Hills Checkpost,40,24.47,Cloudy
2026-04-17T07:18:38Z,SENS-004,Madhapur IT Corridor,63,17.47,Heavy Rain
2026-04-17T07:21:22Z,SENS-005,Tank Bund Road,45,38.14,Heavy Rain
2026-04-17T07:26:01Z,SENS-001,Jubilee Hills Checkpost,49,22.54,Heavy Rain
2026-04-17T07:27:56Z,SENS-005,Tank Bund Road,71,20.17,Cloudy
2026-04-17T07:29:48Z,SENS-009,Kukatpally Housing Board,80,13.61,Clear
2026-04-17T07:32:27Z,SENS-002,Gachibowli Junction,70,32.75,Clear
2026-04-17T07:34:27Z,SENS-005,Tank Bund Road,54,21.01,Light Rain
2026-04-17T07:36:02Z,SENS-002,Gachibowli Junction,69,23.69,Clear
2026-04-17T07:40:44Z,SENS-008,LB Nagar Crossroads,44,27.58,Fog
2026-04-17T07:46:07Z,SENS-006,Hitech City Signal,30,61.66,Clear
2026-04-17T07:49:46Z,SENS-001,Jubilee Hills Checkpost,32,25.68,Heavy Rain
2026-04-17T07:50:34Z,SENS-012,PVNR Expressway Toll,80,38.07,Drizzle
2026-04-17T07:51:49Z,SENS-012,PVNR Expressway Toll,41,14.1,Heavy Rain
2026-04-17T07:54:14Z,SENS-003,Ameerpet Crossroads,61,16.03,Clear
2026-04-17T07:55:14Z,SENS-011,Mehdipatnam Bus Stand,56,18.84,Clear
2026-04-17T07:56:32Z,SENS-003,Ameerpet Crossroads,45,30.66,Heavy Rain
2026-04-17T08:05:52Z,SENS-012,PVNR Expressway Toll,171,20.15,Cloudy
2026-04-17T08:13:06Z,SENS-004,Madhapur IT Corridor,175,11.21,Clear
2026-04-17T08:14:27Z,SENS-001,Jubilee Hills Checkpost,83,47.78,Clear
2026-04-17T08:16:41Z,SENS-006,Hitech City Signal,161,14.57,Clear
2026-04-17T08:18:32Z,SENS-007,Begumpet Flyover,128,16.96,Cloudy
2026-04-17T08:21:35Z,SENS-005,Tank Bund Road,97,27.6,Cloudy
2026-04-17T08:26:23Z,SENS-010,Secunderabad Clock Tower,172,14.71,Cloudy
2026-04-17T08:29:12Z,SENS-005,Tank Bund Road,190,13.42,Cloudy
2026-04-17T08:31:02Z,SENS-007,Begumpet Flyover,155,17.57,Clear
2026-04-17T08:32:23Z,SENS-003,Ameerpet Crossroads,115,12.59,Clear
2026-04-17T08:34:09Z,SENS-004,Madhapur IT Corridor,143,20.21,Cloudy
2026-04-17T08:37:25Z,SENS-002,Gachibowli Junction,153,16.8,Light Rain
2026-04-17T08:38:35Z,SENS-009,Kukatpally Housing Board,152,15.74,Clear
2026-04-17T08:41:18Z,SENS-007,Begumpet Flyover,114,21.19,Heavy Rain
2026-04-17T08:42:32Z,SENS-008,LB Nagar Crossroads,80,14.76,Clear
2026-04-17T08:45:23Z,SENS-006,Hitech City Signal,151,10.66,Drizzle
2026-04-17T08:53:47Z,SENS-008,LB Nagar Crossroads,86,25.0,Clear
2026-04-17T08:54:55Z,SENS-010,Secunderabad Clock Tower,150,23.22,Clear
2026-04-17T08:56:58Z,SENS-008,LB Nagar Crossroads,136,15.72,Fog
2026-04-17T08:58:01Z,SENS-011,Mehdipatnam Bus Stand,155,8.66,Cloudy
2026-04-17T09:03:22Z,SENS-009,Kukatpally Housing Board,116,36.64,Clear
2026-04-17T09:03:49Z,SENS-009,Kukatpally Housing Board,143,13.77,Cloudy
2026-04-17T09:10:24Z,SENS-011,Mehdipatnam Bus Stand,153,13.24,Clear
2026-04-17T09:13:57Z,SENS-010,Secunderabad Clock Tower,119,15.98,Cloudy
2026-04-17T09:24:31Z,SENS-009,Kukatpally Housing Board,103,40.25,Cloudy
2026-04-17T09:27:14Z,SENS-008,LB Nagar Crossroads,174,11.59,Drizzle
2026-04-17T09:32:51Z,SENS-001,Jubilee Hills Checkpost,144,11.3,Clear
2026-04-17T09:33:14Z,SENS-009,Kukatpally Housing Board,173,8.04,Clear
2026-04-17T09:39:00Z,SENS-009,Kukatpally Housing Board,91,16.3,Cloudy
2026-04-17T09:40:34Z,SENS-001,Jubilee Hills Checkpost,149,14.4,Clear
2026-04-17T09:41:21Z,SENS-003,Ameerpet Crossroads,138,35.77,Clear
2026-04-17T09:41:33Z,SENS-001,Jubilee Hills Checkpost,186,22.73,Clear
2026-04-17T09:48:17Z,SENS-003,Ameerpet Crossroads,138,33.7,Clear
2026-04-17T09:54:21Z,SENS-004,Madhapur IT Corridor,98,10.61,Fog
2026-04-17T09:54:40Z,SENS-006,Hitech City Signal,103,25.32,Cloudy
2026-04-17T09:56:39Z,SENS-008,LB Nagar Crossroads,106,44.0,Clear
2026-04-17T09:57:39Z,SENS-007,Begumpet Flyover,159,12.21,Drizzle
2026-04-17T09:57:58Z,SENS-009,Kukatpally Housing Board,113,21.88,Light Rain
2026-04-17T10:05:38Z,SENS-012,PVNR Expressway Toll,178,8.43,Cloudy
2026-04-17T10:06:35Z,SENS-009,Kukatpally Housing Board,157,7.61,Clear
2026-04-17T10:08:35Z,SENS-005,Tank Bund Road,143,19.19,Clear
2026-04-17T10:16:20Z,SENS-002,Gachibowli Junction,103,20.75,Light Rain
2026-04-17T10:21:51Z,SENS-011,Mehdipatnam Bus Stand,129,24.68,Fog
2026-04-17T10:31:14Z,SENS-007,Begumpet Flyover,195,17.63,Clear
2026-04-17T10:37:39Z,SENS-012,PVNR Expressway Toll,120,22.04,Clear
2026-04-17T10:48:10Z,SENS-005,Tank Bund Road,195,9.72,Clear
2026-04-17T10:51:00Z,SENS-001,Jubilee Hills Checkpost,119,38.8,Cloudy
2026-04-17T11:02:03Z,SENS-007,Begumpet Flyover,29,24.21,Cloudy
2026-04-17T11:02:20Z,SENS-012,PVNR Expressway Toll,44,61.83,Clear
2026-04-17T11:15:07Z,SENS-009,Kukatpally Housing Board,58,33.12,Clear
2026-04-17T11:21:08Z,SENS-006,Hitech City Signal,35,25.63,Cloudy
2026-04-17T11:25:28Z,SENS-009,Kukatpally Housing Board,34,51.59,Clear
2026-04-17T11:25:39Z,SENS-007,Begumpet Flyover,52,50.03,Clear
2026-04-17T11:33:17Z,SENS-001,Jubilee Hills Checkpost,35,11.88,Fog
2026-04-17T11:33:37Z,SENS-007,Begumpet Flyover,30,18.32,Fog
2026-04-17T11:38:23Z,SENS-008,LB Nagar Crossroads,62,20.35,Cloudy
2026-04-17T11:38:57Z,SENS-003,Ameerpet Crossroads,38,63.01,Cloudy
2026-04-17T11:40:13Z,SENS-001,Jubilee Hills Checkpost,88,19.5,Clear
2026-04-17T11:52:19Z,SENS-001,Jubilee Hills Checkpost,89,42.95,Clear
2026-04-17T12:07:21Z,SENS-001,Jubilee Hills Checkpost,70,56.15,Clear
2026-04-17T12:09:19Z,SENS-006,Hitech City Signal,43,38.47,Fog
2026-04-17T12:16:47Z,SENS-007,Begumpet Flyover,30,43.43,Fog
2026-04-17T12:18:44Z,SENS-004,Madhapur IT Corridor,66,33.62,Clear
2026-04-17T12:19:34Z,SENS-008,LB Nagar Crossroads,71,29.49,Clear
2026-04-17T12:22:46Z,SENS-003,Ameerpet Crossroads,59,34.58,Clear
2026-04-17T12:30:52Z,SENS-007,Begumpet Flyover,62,51.31,Cloudy
2026-04-17T12:32:51Z,SENS-012,PVNR Expressway Toll,80,18.23,Clear
2026-04-17T12:43:52Z,SENS-010,Secunderabad Clock Tower,89,35.79,Clear
2026-04-17T12:51:01Z,SENS-008,LB Nagar Crossroads,79,50.78,Clear
2026-04-17T12:53:01Z,SENS-012,PVNR Expressway Toll,60,18.18,Light Rain
2026-04-17T12:53:16Z,SENS-006,Hitech City Signal,64,40.28,Cloudy
2026-04-17T12:54:20Z,SENS-007,Begumpet Flyover,51,41.72,Heavy Rain
2026-04-17T13:00:47Z,SENS-009,Kukatpally Housing Board,49,46.16,Clear
2026-04-17T13:02:04Z,SENS-011,Mehdipatnam Bus Stand,88,34.31,Clear
2026-04-17T13:06:38Z,SENS-002,Gachibowli Junction,70,26.73,Light Rain
2026-04-17T13:11:03Z,SENS-001,Jubilee Hills Checkpost,40,47.46,Light Rain
2026-04-17T13:16:06Z,SENS-012,PVNR Expressway Toll,72,32.5,Light Rain
2026-04-17T13:21:44Z,SENS-010,Secunderabad Clock Tower,35,20.8,Light Rain
2026-04-17T13:28:05Z,SENS-001,Jubilee Hills Checkpost,62,45.9,Clear
2026-04-17T13:37:51Z,SENS-002,Gachibowli Junction,74,35.0,Light Rain
2026-04-17T13:52:57Z,SENS-002,Gachibowli Junction,88,27.44,Clear
2026-04-17T14:04:10Z,SENS-010,Secunderabad Clock Tower,47,27.5,Cloudy
2026-04-17T14:05:49Z,SENS-002,Gachibowli Junction,65,34.97,Fog
2026-04-17T14:05:49Z,SENS-012,PVNR Expressway Toll,64,37.32,Heavy Rain
2026-04-17T14:10:15Z,SENS-010,Secunderabad Clock Tower,77,23.38,Clear
2026-04-17T14:16:48Z,SENS-007,Begumpet Flyover,30,16.89,Heavy Rain
2026-04-17T14:16:50Z,SENS-009,Kukatpally Housing Board,66,45.61,Light Rain
2026-04-17T14:17:37Z,SENS-009,Kukatpally Housing Board,30,25.83,Light Rain
2026-04-17T14:18:07Z,SENS-003,Ameerpet Crossroads,50,35.52,Cloudy
2026-04-17T14:30:18Z,SENS-008,LB Nagar Crossroads,31,37.93,Heavy Rain
2026-04-17T14:31:22Z,SENS-007,Begumpet Flyover,64,43.32,Cloudy
2026-04-17T14:35:16Z,SENS-012,PVNR Expressway Toll,60,46.98,Clear
2026-04-17T14:37:55Z,SENS-012,PVNR Expressway Toll,46,27.44,Clear
2026-04-17T14:40:41Z,SENS-011,Mehdipatnam Bus Stand,86,21.28,Cloudy
2026-04-17T14:43:47Z,SENS-011,Mehdipatnam Bus Stand,58,45.05,Cloudy
2026-04-17T14:44:49Z,SENS-007,Begumpet Flyover,46,35.03,Clear
2026-04-17T14:51:42Z,SENS-011,Mehdipatnam Bus Stand,61,34.75,Cloudy
2026-04-17T14:59:57Z,SENS-003,Ameerpet Crossroads,80,29.43,Clear
2026-04-17T15:03:33Z,SENS-010,Secunderabad Clock Tower,30,21.66,Cloudy
2026-04-17T15:09:04Z,SENS-010,Secunderabad Clock Tower,64,38.12,Fog
2026-04-17T15:15:08Z,SENS-002,Gachibowli Junction,70,15.46,Clear
2026-04-17T15:18:20Z,SENS-011,Mehdipatnam Bus Stand,61,29.38,Cloudy
2026-04-17T15:19:50Z,SENS-009,Kukatpally Housing Board,31,62.57,Clear
2026-04-17T15:20:31Z,SENS-009,Kukatpally Housing Board,76,44.9,Clear
2026-04-17T15:20:59Z,SENS-008,LB Nagar Crossroads,75,22.76,Clear
2026-04-17T15:21:00Z,SENS-012,PVNR Expressway Toll,49,44.71,Clear
2026-04-17T15:21:57Z,SENS-008,LB Nagar Crossroads,63,57.36,Clear
2026-04-17T15:26:18Z,SENS-011,Mehdipatnam Bus Stand,64,31.84,Clear
2026-04-17T15:31:02Z,SENS-008,LB Nagar Crossroads,36,64.82,Clear
2026-04-17T15:35:59Z,SENS-006,Hitech City Signal,35,38.96,Light Rain
2026-04-17T15:42:47Z,SENS-001,Jubilee Hills Checkpost,49,18.4,Light Rain
2026-04-17T15:49:09Z,SENS-002,Gachibowli Junction,60,39.03,Clear
2026-04-17T15:49:48Z,SENS-011,Mehdipatnam Bus Stand,53,26.9,Fog
2026-04-17T15:50:47Z,SENS-001,Jubilee Hills Checkpost,68,33.26,Light Rain
2026-04-17T16:03:34Z,SENS-009,Kukatpally Housing Board,43,31.78,Light Rain
2026-04-17T16:09:52Z,SENS-001,Jubilee Hills Checkpost,45,28.16,Heavy Rain
2026-04-17T16:11:06Z,SENS-012,PVNR Expressway Toll,53,26.97,Clear
2026-04-17T16:19:54Z,SENS-006,Hitech City Signal,69,41.54,Drizzle
2026-04-17T16:23:09Z,SENS-009,Kukatpally Housing Board,52,44.13,Cloudy
2026-04-17T16:26:07Z,SENS-008,LB Nagar Crossroads,24,19.27,Heavy Rain
2026-04-17T16:34:32Z,SENS-004,Madhapur IT Corridor,49,54.78,Clear
2026-04-17T16:47:19Z,SENS-010,Secunderabad Clock Tower,41,17.85,Fog
2026-04-17T16:47:49Z,SENS-012,PVNR Expressway Toll,85,34.94,Clear
2026-04-17T16:49:31Z,SENS-012,PVNR Expressway Toll,72,33.04,Clear
2026-04-17T16:50:18Z,SENS-005,Tank Bund Road,53,17.19,Light Rain
2026-04-17T16:50:35Z,SENS-002,Gachibowli Junction,46,41.54,Clear
2026-04-17T16:58:37Z,SENS-006,Hitech City Signal,73,31.87,Clear
2026-04-17T17:03:19Z,SENS-002,Gachibowli Junction,182,7.63,Cloudy
2026-04-17T17:13:29Z,SENS-012,PVNR Expressway Toll,83,17.25,Fog
2026-04-17T17:23:03Z,SENS-003,Ameerpet Crossroads,95,19.32,Light Rain
2026-04-17T17:29:40Z,SENS-005,Tank Bund Road,82,23.96,Cloudy
2026-04-17T17:43:05Z,SENS-009,Kukatpally Housing Board,104,30.32,Cloudy
2026-04-17T17:43:55Z,SENS-008,LB Nagar Crossroads,190,12.39,Clear
2026-04-17T17:50:39Z,SENS-006,Hitech City Signal,196,10.46,Clear
2026-04-17T18:06:56Z,SENS-007,Begumpet Flyover,169,12.36,Cloudy
2026-04-17T18:16:16Z,SENS-002,Gachibowli Junction,147,8.76,Fog
2026-04-17T18:17:34Z,SENS-001,Jubilee Hills Checkpost,172,11.05,Cloudy
2026-04-17T18:21:14Z,SENS-007,Begumpet Flyover,83,37.26,Light Rain
2026-04-17T18:31:14Z,SENS-010,Secunderabad Clock Tower,147,30.2,Clear
2026-04-17T18:36:51Z,SENS-001,Jubilee Hills Checkpost,120,38.34,Clear
2026-04-17T18:39:49Z,SENS-007,Begumpet Flyover,104,31.95,Clear
2026-04-17T18:52:54Z,SENS-002,Gachibowli Junction,177,12.34,Clear
2026-04-17T19:02:10Z,SENS-001,Jubilee Hills Checkpost,144,17.66,Light Rain
2026-04-17T19:06:17Z,SENS-007,Begumpet Flyover,87,14.41,Cloudy
2026-04-17T19:09:28Z,SENS-009,Kukatpally Housing Board,171,22.02,Cloudy
2026-04-17T19:09:51Z,SENS-006,Hitech City Signal,161,17.93,Clear
2026-04-17T19:13:48Z,SENS-009,Kukatpally Housing Board,150,31.73,Clear
2026-04-17T19:14:14Z,SENS-012,PVNR Expressway Toll,83,19.13,Light Rain
2026-04-17T19:14:47Z,SENS-007,Begumpet Flyover,119,29.56,Cloudy
2026-04-17T19:19:57Z,SENS-002,Gachibowli Junction,135,13.88,Clear
2026-04-17T19:19:58Z,SENS-011,Mehdipatnam Bus Stand,84,47.61,Cloudy
2026-04-17T19:20:27Z,SENS-007,Begumpet Flyover,125,27.4,Clear
2026-04-17T19:20:44Z,SENS-006,Hitech City Signal,114,28.34,Heavy Rain
2026-04-17T19:22:57Z,SENS-003,Ameerpet Crossroads,171,8.98,Cloudy
2026-04-17T19:24:09Z,SENS-007,Begumpet Flyover,154,9.22,Clear
2026-04-17T19:24:59Z,SENS-012,PVNR Expressway Toll,87,30.82,Heavy Rain
2026-04-17T19:26:37Z,SENS-006,Hitech City Signal,145,15.71,Cloudy
2026-04-17T19:27:45Z,SENS-008,LB Nagar Crossroads,197,10.86,Clear
2026-04-17T19:28:13Z,SENS-010,Secunderabad Clock Tower,165,17.22,Light Rain
2026-04-17T19:29:09Z,SENS-011,Mehdipatnam Bus Stand,89,30.96,Clear
2026-04-17T19:34:06Z,SENS-004,Madhapur IT Corridor,189,16.41,Clear
2026-04-17T19:37:58Z,SENS-012,PVNR Expressway Toll,143,30.12,Cloudy
